District,Gas Stove -Yes,Refrigerator/Freezer,Clothes washer,Car/van/autombile,Motorcycle,Cellular Phone,No Cable/satellite Tv,Average Age
 La Unión,2517.0,2517.0,212.0,163.0,571.0,3553.0,3305.6666666666665,29.963882690221535
 La Victoria,34541.0,34541.0,17811.0,5603.0,2822.0,33585.0,18702.5,33.3008977512581
 La Yarada los Palos,1459.0,1459.0,44.0,390.0,704.0,2042.0,2214.0,32.2728908076992
 Laberinto,1114.0,1114.0,95.0,41.0,408.0,1297.0,967.0,25.9257731958763
 Lacabamba,10.0,10.0,2.0,1.0,3.0,94.0,156.0,33.6653465346535
 Lachaqui,165.0,165.0,3.0,15.0,4.0,323.0,435.0,46.4310747663551
 Lagunas,1121.0,1121.0,143.66666666666666,59.666666666666664,336.6666666666667,1522.0,1647.0,28.243158456989097
 Lahuaytambo,128.0,128.0,3.0,2.0,11.0,136.0,190.0,43.913961038961
 Lajas,1257.0,1257.0,23.0,24.0,96.0,2757.0,3498.0,34.1842603443613
 Lalaquiz,223.0,223.0,7.0,3.0,31.0,566.0,1250.0,34.8245931283906
 Lamas,3205.0,3205.0,1033.0,250.0,1301.0,3355.0,1871.0,32.8662481892805
 Lamay,671.0,671.0,73.0,77.0,81.0,871.0,1418.0,29.9450404667796
 Lambayeque,16029.0,16029.0,4809.0,1328.0,3167.0,16779.0,13129.0,30.0040882044102
 Lambrama,415.0,415.0,4.0,12.0,10.0,714.0,1213.0,40.1069287141905
 Lampa,1245.5,1245.5,31.0,64.5,514.5,1885.0,2486.5,34.8176711208857
 Lampian,52.0,52.0,8.0,15.0,16.0,106.0,118.0,45.7678571428571
 Lamud,525.0,525.0,75.0,29.0,74.0,640.0,600.0,37.279299506062
 Lancones,1429.0,1429.0,48.0,91.0,839.0,1735.0,3199.0,32.334846109415
 Langa,107.0,107.0,,3.0,6.0,161.0,258.0,38.466816647919
 Langui,247.0,247.0,6.0,16.0,24.0,448.0,669.0,34.859375
 Laramarca,126.0,126.0,2.0,2.0,4.0,158.0,311.0,37.8224852071006
 Laramate,140.0,140.0,2.0,1.0,12.0,217.0,555.0,37.6195307545973
 Laraos,97.0,97.0,3.0,7.0,7.0,141.0,124.0,39.521978021978
 Laredo,8606.0,8606.0,3016.0,999.0,1368.0,8670.0,7262.0,32.0414986830081
 Lares,937.0,937.0,17.0,19.0,97.0,933.0,1827.0,32.1585259864419
 Lari,212.0,212.0,2.0,7.0,38.0,210.0,336.0,36.0298672566372
 Laria,100.0,100.0,,,1.0,207.0,328.0,38.8445040214477
 Las Amazonas,248.0,248.0,6.0,,10.0,562.0,1637.0,26.2308266932271
 Las Lomas,4205.0,4205.0,334.0,266.0,1419.0,5168.0,6447.0,30.0840538835492
 Las Piedras,2841.0,2841.0,708.0,192.0,2147.0,3103.0,2300.0,26.4637772856691
 Las Pirias,423.0,423.0,6.0,37.0,167.0,1035.0,1312.0,29.7111111111111
 Layo,309.0,309.0,1.0,6.0,81.0,764.0,1694.0,31.5664281570296
 Leimebamba,685.0,685.0,107.0,42.0,104.0,868.0,801.0,32.382320441989
 Leoncio Prado,244.0,244.0,2.5,25.0,56.0,340.0,431.5,38.3654992563028
 Leonor Ordoñez,321.0,321.0,7.0,47.0,18.0,425.0,468.0,36.2678686413393
 Levanto,185.0,185.0,9.0,10.0,66.0,220.0,242.0,32.0705289672544
 Lima,74197.0,74197.0,51704.0,15091.0,2908.0,71873.0,30216.0,36.7819207607918
 Limabamba,241.0,241.0,25.0,13.0,53.0,394.0,698.0,33.2105263157895
 Limatambo,1116.0,1116.0,80.0,118.0,68.0,1588.0,2170.0,34.3637491385252
 Limbani,497.0,497.0,,8.0,5.0,604.0,1269.0,32.3639730639731
 Lince,16589.0,16589.0,13824.0,5348.0,600.0,17229.0,4915.0,39.6934437316079
 Lincha,24.0,24.0,,,11.0,89.0,164.0,33.1767337807606
 Lircay,3142.0,3142.0,199.0,252.0,483.0,4607.0,5713.0,27.9643773650559
 Livitaca,787.0,787.0,15.0,44.0,224.0,1576.0,3543.0,29.0869118905047
 Llacanora,403.0,403.0,42.0,58.0,114.0,963.0,1613.0,29.3553821599574
 Llacllin,139.0,139.0,1.0,2.0,6.0,211.0,316.0,36.0504385964912
 Llalli,479.0,479.0,5.0,29.0,289.0,626.0,949.0,32.1832543443918
 Llama,610.5,610.5,19.0,17.5,167.0,991.0,1160.0,35.22311404420425
 Llamellin,451.0,451.0,51.0,29.0,20.0,803.0,860.0,32.698600973236
 Llapa,503.0,503.0,21.0,32.0,111.0,1240.0,1335.0,34.4371792010712
 Llapo,81.0,81.0,4.0,4.0,7.0,144.0,183.0,32.1105527638191
 Llata,1584.0,1584.0,148.0,106.0,221.0,2830.0,3540.0,32.1361635454749
 Llauta,102.0,102.0,1.0,2.0,24.0,200.0,326.0,40.6898096304591
 Llaylla,179.0,179.0,3.0,11.0,138.0,956.0,1903.0,30.7449572127139
 Llipa,37.0,37.0,1.0,5.0,2.0,70.0,108.0,40.3978494623656
 Llipata,262.0,262.0,16.0,13.0,39.0,378.0,391.0,31.0057877813505
 Llochegua,2386.0,2386.0,54.0,92.0,318.0,2592.0,1919.0,26.1781666335256
 Llocllapampa,258.0,258.0,9.0,13.0,18.0,308.0,374.0,36.8477690288714
 Lloque,91.0,91.0,1.0,6.0,15.0,147.0,251.0,38.3052631578947
 Llumpa,403.0,403.0,5.0,16.0,38.0,1036.0,1598.0,28.2698525492983
 Llusco,562.0,562.0,3.0,5.0,50.0,706.0,1349.0,33.1769688644689
 Lluta,79.0,79.0,3.0,2.0,1.0,232.0,339.0,44.7158774373259
 Lobitos,337.0,337.0,125.0,61.0,101.0,344.0,146.0,30.9794207317073
 Locroja,200.0,200.0,2.0,28.0,23.0,677.0,1013.0,31.9172597864769
 Locumba,651.0,651.0,70.0,138.0,171.0,814.0,673.0,33.4277482269504
 Lomas,440.0,440.0,91.0,31.0,72.0,420.0,263.0,33.0575490859851
 Longar,247.0,247.0,37.0,29.0,88.0,371.0,422.0,37.391171060699
 Longotea,275.0,275.0,17.0,26.0,87.0,545.0,635.0,30.9895138226883
 Longuita,159.0,159.0,1.0,4.0,7.0,170.0,249.0,30.1728247914184
 Lonya Chico,115.0,115.0,6.0,3.0,10.0,194.0,268.0,36.3182897862233
 Lonya Grande,1465.0,1465.0,82.0,79.0,319.0,2584.0,2748.0,29.1610119047619
 Los Aquijes,5526.0,5526.0,962.0,906.0,540.0,5428.0,5425.0,30.052360788599
 Los Baños del Inca,6577.0,6577.0,1566.0,1418.0,1370.0,10145.0,10917.0,28.3415675312575
 Los Chankas,68.0,68.0,1.0,1.0,4.0,224.0,291.0,30.5597165991903
 Los Morochucos,1236.0,1236.0,35.0,61.0,132.0,2020.0,2414.0,31.3557550582876
 Los Olivos,86674.0,86674.0,57622.0,19879.0,3494.0,84414.0,25049.0,33.7426722392017
 Los Organos,2753.0,2753.0,838.0,328.0,697.0,2594.0,1049.0,31.7857743714366
 Lucanas,428.0,428.0,14.0,17.0,60.0,667.0,875.0,32.4468085106383
 Lucma,170.5,170.5,3.5,3.0,14.5,600.5,1175.5,31.6623940830603
 Lucre,642.5,642.5,79.0,117.5,24.0,709.5,827.0,32.7837803337246
 Luis Carranza,109.0,109.0,2.0,3.0,4.0,254.0,455.0,32.5015649452269
 Lunahuana,1206.0,1206.0,223.0,199.0,119.0,1201.0,665.0,39.2048713862964
 Luricocha,785.0,785.0,23.0,48.0,47.0,1364.0,1713.0,31.463752276867
 Lurigancho,63435.0,63435.0,22292.0,11581.0,5071.0,61100.0,31656.0,30.2005157507454
 Lurin,23006.0,23006.0,10352.0,4144.0,2044.0,22205.0,14259.0,29.4473569146253
 Luya,783.0,783.0,98.0,50.0,153.0,827.0,982.0,32.7400858802728
 Luya Viejo,56.0,56.0,,,3.0,57.0,103.0,29.2448453608247
 Luyando,1477.0,1477.0,189.0,81.0,523.0,1956.0,1653.0,28.5464193944811
 Maca,193.0,193.0,1.0,4.0,9.0,216.0,299.0,42.811697574893
 Macari,1095.0,1095.0,10.0,46.0,719.0,1817.0,2421.0,32.9592629912192
 Macate,156.0,156.0,23.0,6.0,29.0,769.0,943.0,34.73248
 Machaguay,154.0,154.0,5.0,6.0,6.0,181.0,212.0,44.9426229508197
 Mache,426.0,426.0,11.0,22.0,123.0,688.0,855.0,33.1073152617898
 Machupicchu,697.0,697.0,279.0,23.0,17.0,847.0,629.0,30.0538619786796
 Macusani,2513.0,2513.0,76.0,168.0,517.0,2798.0,3707.0,26.779927353127
 Madean,81.0,81.0,3.0,2.0,11.0,139.0,199.0,33.0508771929825
 Madre de Dios,1338.0,1338.0,62.0,128.0,498.0,1585.0,1065.0,26.0577448930352
 Madrigal,134.0,134.0,2.0,1.0,10.0,194.0,274.0,43.1913580246914
 Magdalena,603.0,603.0,29.5,50.5,69.5,1027.0,1324.0,32.826772142953246
 Magdalena de Cao,614.0,614.0,205.0,71.0,214.0,581.0,239.0,36.3422655298417
 Magdalena del Mar,18140.0,18140.0,16186.0,8718.0,764.0,18528.0,3892.0,38.7802952396749
 Majes,18219.0,18219.0,2330.0,3001.0,2941.0,18633.0,17361.0,28.8876023158315
 Mala,8169.0,8169.0,2712.0,865.0,1646.0,7858.0,3126.0,30.2736497845157
 Malvas,53.0,53.0,3.0,4.0,24.0,157.0,204.0,42.0107382550336
 Mamara,42.0,42.0,,1.0,2.0,107.0,332.0,37.7167832167832
 Manantay,16742.0,16742.0,4572.0,653.0,8266.0,17063.0,14230.0,26.3219765781205
 Manas,119.0,119.0,17.0,3.0,17.0,238.0,273.0,38.3073727933541
 Mancora,3266.0,3266.0,1134.0,276.0,1043.0,3150.0,1254.0,29.6297973595333
 Mancos,618.0,618.0,117.0,96.0,30.0,1278.0,1750.0,35.6543560606061
 Mangas,19.0,19.0,1.0,,,123.0,174.0,42.3008130081301
 Manseriche,639.0,639.0,45.0,29.0,121.0,656.0,1560.0,22.2308514428215
 Manta,87.0,87.0,,4.0,3.0,127.0,291.0,31.6610703043022
 Manu,312.0,312.0,38.0,12.0,95.0,338.0,721.0,28.7474533106961
 Manuel Antonio Mesones Muro,636.0,636.0,47.0,30.0,292.0,856.0,925.0,31.2489495798319
 Manzanares,281.0,281.0,14.0,20.0,40.0,350.0,459.0,35.3876860622463
 Maquia,248.0,248.0,4.0,11.0,63.0,543.0,1486.0,24.7443866374589
 Mara,464.0,464.0,20.0,23.0,76.0,924.0,1783.0,30.6055061559508
 Marangani,1491.0,1491.0,24.0,63.0,215.0,2132.0,2983.0,32.8623958333333
 Maranura,699.0,699.0,53.0,36.0,59.0,969.0,1361.0,38.6845670053217
 Maras,933.0,933.0,49.0,83.0,113.0,1184.0,1799.0,33.5144635048772
 Marca,35.0,35.0,1.0,1.0,,169.0,444.0,44.8233830845771
 Marcabal,996.0,996.0,12.0,26.0,128.0,1751.0,2858.0,28.5741539641453
 Marcabamba,125.0,125.0,8.0,3.0,11.0,190.0,223.0,41.4861337683524
 Marcapata,540.0,540.0,19.0,14.0,92.0,583.0,1353.0,30.2284652890643
 Marcapomacocha,263.0,263.0,5.0,13.0,73.0,258.0,256.0,33.2826347305389
 Marcara,820.0,820.0,106.0,143.0,44.0,1721.0,2407.0,31.7396075121334
 Marcas,272.0,272.0,4.0,5.0,18.0,408.0,550.0,36.0706344015697
 Marcavelica,6056.0,6056.0,536.0,491.0,2480.0,6536.0,4877.0,30.8224830058507
 Marco,169.0,169.0,1.0,11.0,10.0,355.0,511.0,39.3059958649207
 Marcona,4312.0,4312.0,2173.0,981.0,1145.0,4338.0,1865.0,31.5843188786684
 Margos,427.0,427.0,4.0,9.0,5.0,767.0,1341.0,32.9557745187901
 Mariano Damaso Beraun,1468.0,1468.0,84.0,62.0,296.0,1957.0,2423.0,28.4031648089172
 Mariano Melgar,17612.0,17612.0,6962.0,4153.0,813.0,17019.0,11543.0,32.8738108748623
 Mariano Nicolás Valcárcel,2028.0,2028.0,66.0,116.0,139.0,2302.0,1216.0,25.4674860654566
 Mariatana,363.0,363.0,1.0,16.0,126.0,300.0,387.0,32.0346352247605
 Mariscal Benavides,328.0,328.0,89.0,46.0,122.0,404.0,327.0,36.0199203187251
 Mariscal Castilla,169.5,169.5,12.0,8.0,22.0,229.0,385.5,32.0795199197312
 Mariscal Cáceres,860.0,860.0,97.5,107.0,117.5,873.0,698.0,31.38094239127505
 Marmot,335.0,335.0,9.0,5.0,80.0,395.0,648.0,34.1233901121728
 María,163.0,163.0,8.0,8.0,28.0,190.0,204.0,32.6075268817204
 María Parado de Bellido,390.0,390.0,4.0,11.0,6.0,508.0,695.0,33.6768263183357
 Marías,305.0,305.0,3.0,7.0,58.0,817.0,1518.0,26.2692514808831
 Masin,194.0,194.0,22.0,26.0,25.0,342.0,466.0,37.7119764878766
 Masisea,405.0,405.0,12.0,1.0,91.0,409.0,2592.0,24.235579079573
 Masma,242.0,242.0,9.0,14.0,57.0,424.0,510.0,34.5323325635104
 Masma Chicche,56.0,56.0,,1.0,2.0,96.0,221.0,33.1653005464481
 Matacoto,211.0,211.0,11.0,42.0,24.0,280.0,331.0,32.8265078183172
 Matahuasi,1025.0,1025.0,134.0,184.0,199.0,1319.0,1407.0,32.3700559869966
 Matalaque,71.0,71.0,4.0,2.0,1.0,111.0,223.0,49.021978021978
 Matapalo,669.0,669.0,57.0,72.0,413.0,758.0,722.0,25.9203617269545
 Matara,404.0,404.0,18.0,17.0,49.0,759.0,1211.0,34.4364370135486
 Mato,271.0,271.0,7.0,19.0,30.0,451.0,579.0,34.8361276365603
 Matucana,1035.0,1035.0,134.0,72.0,48.0,972.0,747.0,35.280680137999
 Mazamari,3513.0,3513.0,361.0,229.0,1323.0,4992.0,6486.0,23.5014138133766
 Mazan,398.0,398.0,22.0,6.0,111.0,946.0,2589.0,25.3986536409162
 Mañazo,969.0,969.0,26.0,84.0,499.0,1592.0,2012.0,32.0007776049767
 Megantoni,281.0,281.0,7.0,1.0,14.0,424.0,1089.0,26.224135457024
 Mejia,269.0,269.0,109.0,83.0,35.0,276.0,98.0,35.0008532423208
 Mi Perú,11199.0,11199.0,5986.0,1075.0,592.0,10653.0,5276.0,28.4970527849526
 Micaela Bastidas,17.0,17.0,,4.0,8.0,155.0,307.0,33.2877005347594
 Miguel Checa,1383.0,1383.0,78.0,96.0,236.0,1850.0,1286.0,29.8378707392652
 Miguel Iglesias,212.0,212.0,7.0,6.0,37.0,812.0,1099.0,28.7669250645995
 Milpuc,115.0,115.0,2.0,2.0,7.0,137.0,148.0,39.4503311258278
 Miracosta,201.0,201.0,5.0,,58.0,468.0,898.0,31.3930689978145
 Miraflores,12353.25,12353.25,13913.666666666666,6897.75,717.0,13365.25,4021.0,36.05998127883178
 Mirgas,237.0,237.0,4.0,12.0,13.0,854.0,1130.0,29.5608556675682
 Mito,276.0,276.0,18.0,33.0,27.0,378.0,410.0,35.2083936324168
 Moche,8556.0,8556.0,2825.0,1194.0,583.0,8186.0,5861.0,30.6675392670157
 Mochumi,3209.0,3209.0,268.0,92.0,624.0,3786.0,3988.0,31.0864083473724
 Moho,1599.0,1599.0,23.0,40.0,208.0,2340.0,5329.0,41.5424552873763
 Molino,1292.0,1292.0,33.0,90.0,260.0,1983.0,2560.0,27.4818043972707
 Molinopampa,391.0,391.0,28.0,38.0,93.0,577.0,613.0,32.2835477941176
 Molinos,113.0,113.0,4.0,17.0,35.0,334.0,501.0,33.6541640178004
 Mollebamba,124.0,124.0,4.0,5.0,39.0,391.0,532.0,30.9521337946943
 Mollebaya,1679.0,1679.0,95.0,312.0,75.0,1799.0,1901.0,29.1917577796468
 Mollendo,7001.0,7001.0,3442.0,1734.0,301.0,6784.0,2063.0,35.5179246458688
 Mollepampa,108.0,108.0,2.0,4.0,7.0,182.0,426.0,34.7697022767075
 Mollepata,402.5,402.5,22.0,34.0,60.5,719.0,851.0,34.39590935582945
 Monobamba,200.0,200.0,15.0,17.0,113.0,284.0,319.0,31.7864019253911
 Monsefu,6416.0,6416.0,893.0,476.0,785.0,6667.0,5705.0,31.2348797517455
 Montero,598.0,598.0,12.0,24.0,42.0,1222.0,1701.0,33.1547175918433
 Montevideo,35.0,35.0,4.0,4.0,3.0,104.0,162.0,37.0282258064516
 Monzón,1038.0,1038.0,30.0,26.0,149.0,2262.0,3766.0,29.7791882276843
 Moquegua,19926.0,19926.0,5811.0,4588.0,1022.0,20784.0,13827.0,32.0732433746657
 Morales,8326.0,8326.0,3998.0,809.0,5748.0,9122.0,3341.0,29.4845011643028
 Morcolla,121.0,121.0,3.0,1.0,2.0,287.0,382.0,36.8322580645161
 Moro,1536.0,1536.0,259.0,125.0,714.0,1812.0,1504.0,31.8552402290266
 Morococha,883.0,883.0,96.0,137.0,40.0,859.0,320.0,29.4851600387973
 Morona,248.0,248.0,11.0,4.0,6.0,273.0,811.0,21.9470293486042
 Morrope,3962.0,3962.0,128.0,239.0,752.0,7755.0,9830.0,25.9458399883839
 Morropón,3080.0,3080.0,269.0,65.0,607.0,3228.0,3163.0,33.8570116149354
 Mosoc Llacta,23.0,23.0,1.0,,1.0,58.0,443.0,33.0994525547445
 Motupe,5555.0,5555.0,951.0,229.0,1878.0,6304.0,5041.0,30.0069044107789
 Moya,156.0,156.0,2.0,12.0,2.0,218.0,381.0,39.3594704684318
 Moyobamba,15762.0,15762.0,5314.0,1069.0,8342.0,18629.0,9927.0,28.7326170979365
 Muqui,153.0,153.0,14.0,21.0,9.0,254.0,329.0,36.6941986234022
 Muquiyauyo,562.0,562.0,50.0,81.0,23.0,638.0,654.0,35.2591006423983
 Musga,9.0,9.0,1.0,,1.0,187.0,301.0,32.7635619242579
 Muñani,732.0,732.0,,20.0,237.0,1387.0,2257.0,30.2572536850272
 Namballe,841.0,841.0,28.0,27.0,131.0,1274.0,2401.0,25.8907452187294
 Namora,963.0,963.0,16.0,54.0,88.0,1763.0,2642.0,28.3877198661919
 Nanchoc,156.0,156.0,6.0,4.0,23.0,372.0,460.0,37.0604651162791
 Napo,288.0,288.0,43.0,7.0,58.0,568.0,2845.0,23.5186962607479
 Nasca,7417.0,7417.0,2208.0,1356.0,1117.0,7248.0,5583.0,32.8231036479444
 Nauta,2549.0,2549.0,315.0,64.0,808.0,3931.0,4482.0,26.1547909087875
 Navan,140.0,140.0,11.0,9.0,35.0,200.0,255.0,37.1099415204678
 Nepeña,3612.0,3612.0,990.0,267.0,1135.0,3496.0,1208.0,33.3956297123708
 Neshuya,1404.0,1404.0,156.0,85.0,795.0,1593.0,1289.0,26.3209112457203
 Nicasio,468.0,468.0,2.0,14.0,199.0,596.0,894.0,33.1661016949153
 Nicolás de Pierola,2129.0,2129.0,557.0,392.0,341.0,2040.0,1306.0,32.6355192794821
 Niepos,285.0,285.0,5.0,5.0,38.0,731.0,1098.0,37.5186759793501
 Nieva,1327.0,1327.0,119.0,53.0,241.0,1528.0,4182.0,22.5304950069795
 Ninabamba,147.0,147.0,15.0,7.0,30.0,564.0,621.0,36.9942775393419
 Ninacaca,848.0,848.0,27.0,102.0,313.0,837.0,1192.0,30.3569770441063
 Nueva Arica,395.0,395.0,16.0,14.0,108.0,530.0,567.0,37.1741253051261
 Nueva Cajamarca,8862.0,8862.0,726.0,370.0,3309.0,10641.0,7087.0,27.511109577698
 Nueva Requena,657.0,657.0,53.0,33.0,311.0,748.0,1048.0,26.6097891274908
 Nueve de Julio,300.0,300.0,32.0,45.0,60.0,547.0,605.0,31.7026672496721
 Nuevo Chimbote,47475.0,47475.0,19264.0,8196.0,4890.0,45891.0,32801.0,30.8398704502231
 Nuevo Imperial,6252.0,6252.0,697.0,657.0,1217.0,6125.0,5452.0,30.2419090458583
 Nuevo Occoro,132.0,132.0,,,,277.0,532.0,33.0747330960854
 Nuevo Progreso,1752.0,1752.0,126.0,81.0,648.0,2379.0,2280.0,28.4170740223464
 Nuñoa,1897.0,1897.0,22.0,68.0,630.0,2028.0,2990.0,32.4518343195266
 Obas,265.0,265.0,1.0,10.0,48.0,861.0,1286.0,32.6827048114434
 Ocalli,449.0,449.0,25.0,12.0,58.0,824.0,1017.0,31.5320584926884
 Ocaña,323.0,323.0,6.0,10.0,61.0,479.0,824.0,38.0955914447839
 Ocobamba,740.0,740.0,22.5,16.0,148.5,1181.0,1820.0,33.07713617632215
 Ocongate,2408.0,2408.0,40.0,107.0,520.0,3001.0,4241.0,26.5601392629574
 Ocoruro,124.0,124.0,,5.0,64.0,216.0,478.0,38.4259077526987
 Ocoyo,53.0,53.0,,1.0,5.0,125.0,228.0,35.4261083743842
 Ocoña,1211.0,1211.0,256.0,182.0,148.0,1081.0,915.0,35.4392232078638
 Ocros,483.5,483.5,24.0,26.5,45.5,765.0,1021.5,34.57865433197205
 Ocucaje,993.0,993.0,92.0,141.0,266.0,1228.0,1295.0,33.4423952641166
 Ocumal,313.0,313.0,5.0,4.0,33.0,607.0,860.0,30.2188044109112
 Ocuviri,374.0,374.0,3.0,20.0,268.0,511.0,782.0,32.9566383549396
 Ollachea,696.0,696.0,36.0,43.0,139.0,845.0,1594.0,25.8072249589491
 Ollantaytambo,1630.0,1630.0,257.0,151.0,170.0,1972.0,2556.0,30.4827348745696
 Ollaraya,789.0,789.0,4.0,21.0,45.0,796.0,1500.0,45.7735153080044
 Olleros,128.5,128.5,6.0,16.5,18.0,295.0,413.5,36.21872338012195
 Olmos,7386.0,7386.0,680.0,428.0,2749.0,8560.0,10002.0,29.558256604423
 Omacha,508.0,508.0,1.0,5.0,30.0,95.0,1601.0,29.9336762814624
 Omas,100.0,100.0,4.0,4.0,33.0,86.0,196.0,44.7858347386172
 Omate,643.0,643.0,79.0,133.0,47.0,944.0,960.0,38.2286257124763
 Omia,910.0,910.0,48.0,33.0,69.0,1648.0,2282.0,27.2631638803594
 Ondores,178.0,178.0,3.0,15.0,82.0,329.0,481.0,38.5323624595469
 Ongon,35.0,35.0,1.0,1.0,6.0,161.0,378.0,28.4448
 Ongoy,200.0,200.0,6.0,14.0,15.0,506.0,736.0,33.5319965870307
 Orcopampa,1990.0,1990.0,616.0,274.0,469.0,2050.0,1296.0,27.58334352452
 Orcotuna,1034.0,1034.0,62.0,120.0,177.0,1146.0,1182.0,30.8136344449135
 Oronccoy,3.0,3.0,,,1.0,85.0,353.0,28.6852941176471
 Oropesa,1205.5,1205.5,253.0,324.0,82.5,1300.5,1192.5,29.5651744956065
 Orurillo,1062.0,1062.0,9.0,33.0,631.0,1968.0,2901.0,34.0807737550647
 Otoca,191.0,191.0,4.0,12.0,25.0,419.0,613.0,33.374062165059
 Otuzco,3276.0,3276.0,250.0,182.0,713.0,5722.0,6012.0,31.4915801232984
 Oxamarca,267.0,267.0,6.0,3.0,10.0,846.0,1612.0,29.7358175750834
 Oxapampa,3860.0,3860.0,1387.0,549.0,2221.0,4294.0,1796.0,32.0058046820182
 Oyolo,105.0,105.0,1.0,3.0,25.0,245.0,293.0,31.5609084652443
 Oyotun,1880.0,1880.0,103.0,40.0,654.0,2129.0,1472.0,35.2493598341666
 Oyón,2256.0,2256.0,392.0,283.0,145.0,2557.0,1277.0,29.8710288065844
 Paca,156.0,156.0,6.0,18.0,5.0,216.0,318.0,40.1042600896861
 Pacaipampa,984.0,984.0,20.0,32.0,106.0,2565.0,5231.0,26.964200028226
 Pacanga,4738.0,4738.0,557.0,266.0,1341.0,5274.0,3660.0,30.5944623860182
 Pacapausa,22.0,22.0,1.0,1.0,6.0,124.0,248.0,38.6888888888889
 Pacaran,334.0,334.0,41.0,29.0,69.0,331.0,311.0,33.0901542111507
 Pacaraos,73.0,73.0,3.0,11.0,5.0,296.0,374.0,41.0214007782101
 Pacasmayo,7680.0,7680.0,2913.0,948.0,1768.0,7301.0,3299.0,33.0125004316447
 Pacaycasa,534.0,534.0,5.0,53.0,12.0,624.0,729.0,29.3214515093128
 Paccaritambo,295.0,295.0,4.0,3.0,35.0,380.0,655.0,38.7411417322835
 Paccha,394.6666666666667,394.6666666666667,14.666666666666666,28.0,27.0,590.6666666666666,730.3333333333334,33.224490161801334
 Paccho,312.0,312.0,3.0,18.0,53.0,442.0,531.0,41.1424802110818
 Pachacamac,29183.0,29183.0,8666.0,4699.0,2336.0,28394.0,12871.0,27.9231314333476
 Pachaconas,144.0,144.0,4.0,,3.0,188.0,384.0,36.2703984819734
 Pachacutec,1847.0,1847.0,300.0,199.0,225.0,1824.0,1366.0,29.9372554311159
 Pachamarca,94.0,94.0,,9.0,25.0,396.0,610.0,31.1212284482759
 Pachangara,462.0,462.0,63.0,48.0,37.0,472.0,319.0,36.1136183689628
 Pachas,378.0,378.0,8.0,20.0,45.0,967.0,1707.0,32.6595586871871
 Pachia,410.0,410.0,44.0,123.0,39.0,561.0,721.0,36.8540252182347
 Pachiza,619.0,619.0,23.0,11.0,112.0,779.0,1212.0,28.0149643292152
 Pacllon,109.0,109.0,1.0,3.0,1.0,233.0,309.0,36.8527808069793
 Pacobamba,236.0,236.0,4.0,5.0,9.0,879.0,1144.0,34.7520278099652
 Pacocha,1353.0,1353.0,1167.0,836.0,71.0,1435.0,299.0,37.0442398383112
 Pacora,1313.0,1313.0,155.0,41.0,245.0,1708.0,1809.0,31.3157568238213
 Pacucha,434.0,434.0,13.0,55.0,75.0,1447.0,2320.0,34.0331706095882
 Padre Abad,5775.0,5775.0,702.0,309.0,2420.0,6355.0,5284.0,26.6921875
 Padre Márquez,228.0,228.0,5.0,1.0,69.0,407.0,849.0,25.7898295915607
 Paico,105.0,105.0,,1.0,12.0,158.0,239.0,39.7287522603978
 Paijan,5906.0,5906.0,1146.0,463.0,1465.0,5827.0,2688.0,30.8584494269286
 Paimas,1348.0,1348.0,39.0,40.0,266.0,1454.0,2318.0,28.8517825589856
 Paita,21342.0,21342.0,4191.0,1555.0,6584.0,20952.0,9830.0,27.5100649018516
 Pajarillo,663.0,663.0,31.0,17.0,288.0,753.0,1019.0,27.9504209541628
 Palca,420.5,420.5,13.0,26.0,42.0,581.5,891.75,34.84724169325685
 Palcamayo,943.0,943.0,9.0,95.0,56.0,919.0,1185.0,36.6841186736475
 Palcazu,989.0,989.0,106.0,59.0,275.0,954.0,1705.0,26.8018232819074
 Pallanchacra,286.0,286.0,9.0,17.0,10.0,433.0,558.0,31.7008055235903
 Pallasca,82.0,82.0,16.0,8.0,32.0,511.0,719.0,33.3794416243655
 Pallpata,945.0,945.0,17.0,48.0,617.0,1261.0,1673.0,31.611652498445
 Palpa,1893.0,1893.0,429.0,181.0,325.0,1952.0,1367.0,33.3609963861642
 Pampa Hermosa,187.5,187.5,7.0,7.0,59.0,588.5,1237.5,26.50925438040575
 Pampachiri,154.0,154.0,2.0,4.0,8.0,337.0,719.0,32.056389267849
 Pampacolca,536.0,536.0,32.0,31.0,55.0,572.0,678.0,38.9906496062992
 Pampamarca,157.33333333333334,157.33333333333334,3.5,4.666666666666667,7.666666666666667,236.33333333333334,451.3333333333333,32.68611329080124
 Pamparomas,293.0,293.0,13.0,12.0,132.0,1109.0,2047.0,29.7082265504869
 Pampas,1071.5,1071.5,135.5,89.0,218.5,1609.0,1716.5,30.889198115115896
 Pampas Chico,36.0,36.0,3.0,3.0,2.0,215.0,345.0,36.7551462621885
 Pampas Grande,34.0,34.0,,,2.0,110.0,385.0,38.6265690376569
 Pampas de Hospital,1457.0,1457.0,186.0,131.0,582.0,1637.0,1156.0,32.1241082045184
 Panao,1847.0,1847.0,81.0,103.0,358.0,3408.0,4222.0,26.1167975242134
 Pancan,195.0,195.0,12.0,20.0,17.0,329.0,400.0,35.2300163132137
 Pangoa,5274.0,5274.0,498.0,401.0,2319.0,8395.0,10710.0,25.090081120944
 Papaplaya,172.0,172.0,12.0,2.0,29.0,243.0,468.0,26.3965267727931
 Papayal,1613.0,1613.0,203.0,121.0,630.0,1450.0,1242.0,29.6314950589735
